SchoolName,Category,Year,GraduateFTE,UndergradFTE,Total_FTE_Students,FTE_Student_Growth,Instruction,Instruction_PerFTE,Instruction_Pct,PublicService,PublicService_PerFTE,PublicService_Pct,AcademicSupport,AcademicSupport_PerFTE,AcademicSupport_Pct,StudentServices,StudentServices_PerFTE,StudentServices_Pct,InstitutionalSupport,InstitutionalSupport_PerFTE,InstitutionalSupport_Pct,AuxiliaryEnterprises,AuxiliaryEnterprises_PerFTE,AuxiliaryEnterprises_Pct,NetScholarships,NetScholarships_PerFTE,NetScholarships_Pct,Other,Other_PerFTE,Other_Pct,TotalExpenses,TotalExpenses_PerFTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2007,34,7324,7358,8,76456333,10391,34,3329667,453,1,21546000,2928,10,13437333,1826,6,25477000,3463,11,5582333,759,2,8772333,1192,4,0,0,0,223491667,30375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2008,35,7657,7691,4.5,82429000,10717,35,3929000,511,2,22815333,2966,10,14322000,1862,6,26802667,3485,11,4930667,641,2,10864667,1413,5,0,0,0,234254333,30457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2009,34,8195,8229,7,79921333,9712,34,4347333,528,2,21346667,2594,9,14041667,1706,6,25722000,3126,11,5824667,708,3,12490667,1518,5,0,0,0,232369667,28237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2010,40,8469,8509,3.4,98935000,11627,41,4948333,582,2,26322667,3093,11,17296333,2033,7,32009333,3762,13,6532000,768,3,18837333,2214,8,3187667,375,1,242399000,28486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2011,41,8689,8731,2.6,111383000,12758,42,5730667,656,2,28089667,3217,11,19322333,2213,7,32711333,3747,12,8477333,971,3,23414000,2682,9,800667,92,0,263711667,30205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2012,41,8961,9002,3.1,118959000,13215,41,7405667,823,3,31322333,3480,11,21397667,2377,7,35610667,3956,12,9491333,1054,3,25120000,2791,9,2565000,285,1,286825333,31864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2013,42,9204,9246,2.7,124058000,13418,43,7166667,775,2,31831333,3443,11,21831333,2361,8,34861000,3771,12,9203333,995,3,25299333,2736,9,1612000,174,1,290198667,31388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2014,41,9352,9393,1.6,130052000,13845,42,6686667,712,2,33245667,3539,11,25093333,2671,8,43432333,4624,14,9415000,1002,3,28364333,3020,9,1968000,210,1,312126000,33228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2015,40,9578,9617,2.4,133653000,13897,40,5366333,558,2,37018667,3849,11,28023000,2914,8,47828333,4973,14,9692884,1008,3,28812333,2996,9,2303450,240,1,332322000,34554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2016,41,9759,9800,1.9,147394333,15040,41,4192000,428,1,42234667,4310,12,31480667,3212,9,48474000,4946,14,31314333,3195,9,10060577,1027,3,3493423,356,1,358818333,36613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2017,41,9702,9743,-0.6,151720000,15572,42,4595000,472,1,38466667,3948,11,34049667,3495,9,51742000,5311,14,31594000,3243,9,10099246,1037,3,662421,68,0,364506000,37412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Average,4,2018,41,9759,9800,0.6,156766667,15997,41,4659000,475,1,39060333,3986,10,35611667,3634,9,55474333,5661,15,30658667,3128,8,10728531,1095,3,4184469,427,1,379525667,38727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
